sample	name	value
SRR9042866	purple	-0.0645791343013321
SRR9042866	royalblue	0.021364793823543
SRR9042866	lightyellow	0.0274819115271613
SRR9042866	red	0.00883773814581387
SRR9042866	magenta	0.0313463787156851
SRR9042866	yellow	-0.00224852618896522
SRR9042866	blue	-0.0749470718442377
SRR9042866	grey60	-0.15893706268679
SRR9042866	black	0.12768652905183
SRR9042866	midnightblue	0.0943536907012144
SRR9042866	brown	-0.0286884551314708
SRR9042866	green	0.0395391317626978
SRR9042866	salmon	0.139018336777442
SRR9042866	pink	-0.0933543410721774
SRR9042866	tan	0.0438736201019783
SRR9042866	turquoise	0.0941484123723319
SRR9042866	lightcyan	-0.0523987596231807
SRR9042866	cyan	-0.0650449348051972
SRR9042866	greenyellow	-0.0908755566653423
SRR9042866	lightgreen	-0.0574988734477584
SRR9042866	grey	-0.00101692779426188
SRR9042867	purple	-0.0630748759042291
SRR9042867	royalblue	0.0155814228266255
SRR9042867	lightyellow	0.0257651701956471
SRR9042867	red	0.0129194430954848
SRR9042867	magenta	0.0344876216234559
SRR9042867	yellow	-0.00379903059585371
SRR9042867	blue	-0.07465409371349
SRR9042867	grey60	-0.155670112133497
SRR9042867	black	0.127578194639506
SRR9042867	midnightblue	0.100299386360952
SRR9042867	brown	-0.0298066335769879
SRR9042867	green	0.0405698209228796
SRR9042867	salmon	0.136093692110496
SRR9042867	pink	-0.09793022397314
SRR9042867	tan	0.040105761739247
SRR9042867	turquoise	0.09544780131371
SRR9042867	lightcyan	-0.046631809109091
SRR9042867	cyan	-0.07222718826358
SRR9042867	greenyellow	-0.0877328216473993
SRR9042867	lightgreen	-0.0520152426222732
SRR9042867	grey	-0.00106565243632646
SRR9042869	purple	-0.0591556034420942
SRR9042869	royalblue	0.00465513025787231
SRR9042869	lightyellow	0.0218060050151823
SRR9042869	red	0.0114655197757356
SRR9042869	magenta	0.0322891670251758
SRR9042869	yellow	-0.00409822280873451
SRR9042869	blue	-0.0752608147029622
SRR9042869	grey60	-0.161819594815634
SRR9042869	black	0.127750407131227
SRR9042869	midnightblue	0.105135013395817
SRR9042869	brown	-0.0293966349919662
SRR9042869	green	0.0402946581784491
SRR9042869	salmon	0.139502729881938
SRR9042869	pink	-0.0950891863703899
SRR9042869	tan	0.0431293940012259
SRR9042869	turquoise	0.097072822442104
SRR9042869	lightcyan	-0.0462063672369006
SRR9042869	cyan	-0.067289431705511
SRR9042869	greenyellow	-0.0879801403797291
SRR9042869	lightgreen	-0.0600202970581159
SRR9042869	grey	-0.00106887576315143
SRR9042870	purple	-0.0620103308710462
SRR9042870	royalblue	-0.00530082690216768
SRR9042870	lightyellow	-0.0256928903889445
SRR9042870	red	0.00361536260001351
SRR9042870	magenta	0.00396399512035502
SRR9042870	yellow	-0.0450597260137414
SRR9042870	blue	-0.107530638785305
SRR9042870	grey60	-0.158832419105445
SRR9042870	black	0.133387535204915
SRR9042870	midnightblue	0.127945980753279
SRR9042870	brown	-0.0212041242901273
SRR9042870	green	0.0713497298385453
SRR9042870	salmon	0.133962154859893
SRR9042870	pink	-0.0632021477496434
SRR9042870	tan	0.0656595579454633
SRR9042870	turquoise	0.111584049361032
SRR9042870	lightcyan	-0.0534169939223427
SRR9042870	cyan	-0.0694186344831376
SRR9042870	greenyellow	-0.0678361700371786
SRR9042870	lightgreen	-0.0261979615874032
SRR9042870	grey	-0.00131212103038573
SRR9042872	purple	-0.0730731785838955
SRR9042872	royalblue	-0.0188306576807469
SRR9042872	lightyellow	-0.0340551670795788
SRR9042872	red	0.00295237637565036
SRR9042872	magenta	0.00366778552611484
SRR9042872	yellow	-0.0453147701121163
SRR9042872	blue	-0.110164646785726
SRR9042872	grey60	-0.158939806559197
SRR9042872	black	0.1330423554718
SRR9042872	midnightblue	0.131311626740486
SRR9042872	brown	-0.0216494052039738
SRR9042872	green	0.0702552785154992
SRR9042872	salmon	0.135467275901253
SRR9042872	pink	-0.061567390768316
SRR9042872	tan	0.0620818936233344
SRR9042872	turquoise	0.112532209375121
SRR9042872	lightcyan	-0.0488789430412564
SRR9042872	cyan	-0.0711668982015674
SRR9042872	greenyellow	-0.0668865665418381
SRR9042872	lightgreen	-0.0359529511677707
SRR9042872	grey	-0.0013932163912231
SRR9042873	purple	-0.0718969307733876
SRR9042873	royalblue	0.000718820788731828
SRR9042873	lightyellow	-0.0310498825468132
SRR9042873	red	0.00473825065850846
SRR9042873	magenta	0.00125565147708525
SRR9042873	yellow	-0.0450415199696698
SRR9042873	blue	-0.109368405043206
SRR9042873	grey60	-0.162912154631353
SRR9042873	black	0.129455545822346
SRR9042873	midnightblue	0.126741923028894
SRR9042873	brown	-0.0230899627241484
SRR9042873	green	0.0697515331816434
SRR9042873	salmon	0.139553865139259
SRR9042873	pink	-0.0660251730493543
SRR9042873	tan	0.0629146733376155
SRR9042873	turquoise	0.112678187878278
SRR9042873	lightcyan	-0.0490780097024667
SRR9042873	cyan	-0.0714212945590806
SRR9042873	greenyellow	-0.0665654916358758
SRR9042873	lightgreen	-0.0259312026446751
SRR9042873	grey	-0.00137966887207673
SRR9042874	purple	-0.0588260279872958
SRR9042874	royalblue	0.00992817667304828
SRR9042874	lightyellow	-0.0331641139498007
SRR9042874	red	-0.00484330981572416
SRR9042874	magenta	0.018207216574285
SRR9042874	yellow	-0.0467872868718117
SRR9042874	blue	-0.0956125917350047
SRR9042874	grey60	-0.150712125741078
SRR9042874	black	0.124364127216031
SRR9042874	midnightblue	0.124541285871244
SRR9042874	brown	-0.00804118060026627
SRR9042874	green	0.0688922487403126
SRR9042874	salmon	0.142545240881133
SRR9042874	pink	-0.130809302413281
SRR9042874	tan	0.0583964924795192
SRR9042874	turquoise	0.103677270655149
SRR9042874	lightcyan	-0.124108766833107
SRR9042874	cyan	-0.0258791403935026
SRR9042874	greenyellow	-0.0807259068787683
SRR9042874	lightgreen	-0.033554515668142
SRR9042874	grey	-0.000720663405134089
SRR9042876	purple	-0.058336566217763
SRR9042876	royalblue	0.0123200630775307
SRR9042876	lightyellow	-0.0310080503635903
SRR9042876	red	-0.00593588567742367
SRR9042876	magenta	0.0165602965766854
SRR9042876	yellow	-0.0451089966985512
SRR9042876	blue	-0.0942367639521807
SRR9042876	grey60	-0.141782032437614
SRR9042876	black	0.125813613834254
SRR9042876	midnightblue	0.119040879821501
SRR9042876	brown	-0.00904641128676427
SRR9042876	green	0.0714155854921456
SRR9042876	salmon	0.137362799040877
SRR9042876	pink	-0.130198074197561
SRR9042876	tan	0.0614336668713623
SRR9042876	turquoise	0.105048325453815
SRR9042876	lightcyan	-0.124752634981949
SRR9042876	cyan	-0.0264510250397189
SRR9042876	greenyellow	-0.0797245189414575
SRR9042876	lightgreen	-0.042240041808364
SRR9042876	grey	-0.000816957296291812
SRR9042877	purple	-0.0610594454629802
SRR9042877	royalblue	0.0214546078955625
SRR9042877	lightyellow	-0.0273396552155409
SRR9042877	red	-0.00955810176497139
SRR9042877	magenta	0.0172040007189315
SRR9042877	yellow	-0.0471627648609988
SRR9042877	blue	-0.0957993438713301
SRR9042877	grey60	-0.143945678891561
SRR9042877	black	0.122451185328337
SRR9042877	midnightblue	0.127129270316819
SRR9042877	brown	-0.0107826005087187
SRR9042877	green	0.0705488717074881
SRR9042877	salmon	0.145394874308682
SRR9042877	pink	-0.132378457215366
SRR9042877	tan	0.0574180516199848
SRR9042877	turquoise	0.103766339440217
SRR9042877	lightcyan	-0.118639379560999
SRR9042877	cyan	-0.0255374706509002
SRR9042877	greenyellow	-0.0733952214906399
SRR9042877	lightgreen	-0.0415984549643701
SRR9042877	grey	-0.000748728880329787
SRR9042878	purple	-0.180389856018987
SRR9042878	royalblue	-0.146020017746287
SRR9042878	lightyellow	-0.121190376426913
SRR9042878	red	-0.337386420307027
SRR9042878	magenta	0.187660864631758
SRR9042878	yellow	0.0888541679189254
SRR9042878	blue	0.111462019589601
SRR9042878	grey60	0.152791572627496
SRR9042878	black	-0.0194618450319591
SRR9042878	midnightblue	0.161108970291512
SRR9042878	brown	0.334936694370397
SRR9042878	green	0.173408833978855
SRR9042878	salmon	-0.0417885912417671
SRR9042878	pink	0.0182447474722755
SRR9042878	tan	-0.107892703940916
SRR9042878	turquoise	-0.249535152757172
SRR9042878	lightcyan	0.000806679768108505
SRR9042878	cyan	-0.0612279663211686
SRR9042878	greenyellow	-0.114454481283127
SRR9042878	lightgreen	0.0496784736159509
SRR9042878	grey	1.18505251477574e-05
SRR9042879	purple	-0.178927631597348
SRR9042879	royalblue	-0.117017789760703
SRR9042879	lightyellow	-0.135975436317472
SRR9042879	red	-0.330705208420335
SRR9042879	magenta	0.186293867755341
SRR9042879	yellow	0.0918003879312433
SRR9042879	blue	0.112149030702239
SRR9042879	grey60	0.147778985270751
SRR9042879	black	-0.0157090317139998
SRR9042879	midnightblue	0.164301028490355
SRR9042879	brown	0.335958411749417
SRR9042879	green	0.177718447602612
SRR9042879	salmon	-0.0441103358686375
SRR9042879	pink	0.0128944566137333
SRR9042879	tan	-0.109917262832787
SRR9042879	turquoise	-0.250241876707298
SRR9042879	lightcyan	-0.000206560123977358
SRR9042879	cyan	-0.0597722080370459
SRR9042879	greenyellow	-0.123901851947938
SRR9042879	lightgreen	0.0534435194905885
SRR9042879	grey	9.84900658636287e-05
SRR9042880	purple	-0.179966189672861
SRR9042880	royalblue	-0.141089451949281
SRR9042880	lightyellow	-0.126268169952681
SRR9042880	red	-0.330628800677152
SRR9042880	magenta	0.184024024078427
SRR9042880	yellow	0.087867970734893
SRR9042880	blue	0.111264637630961
SRR9042880	grey60	0.154611180910353
SRR9042880	black	-0.0212879830033816
SRR9042880	midnightblue	0.156317880340188
SRR9042880	brown	0.33309108592078
SRR9042880	green	0.172998510700007
SRR9042880	salmon	-0.0463266891768663
SRR9042880	pink	0.0150167054855961
SRR9042880	tan	-0.113105016753297
SRR9042880	turquoise	-0.254177206425139
SRR9042880	lightcyan	-0.00716701138481596
SRR9042880	cyan	-0.069158544586549
SRR9042880	greenyellow	-0.126871360865536
SRR9042880	lightgreen	0.050161291414688
SRR9042880	grey	3.10697528750464e-05
SRR9042881	purple	-0.17375737439271
SRR9042881	royalblue	-0.120987911991214
SRR9042881	lightyellow	-0.117473590288621
SRR9042881	red	-0.335690587273938
SRR9042881	magenta	0.187768267112819
SRR9042881	yellow	0.0909964466068418
SRR9042881	blue	0.113264293388066
SRR9042881	grey60	0.150771597410839
SRR9042881	black	-0.0231967235847867
SRR9042881	midnightblue	0.158786258522699
SRR9042881	brown	0.335489504402512
SRR9042881	green	0.177661604945839
SRR9042881	salmon	-0.0474661340131725
SRR9042881	pink	0.0171835730313415
SRR9042881	tan	-0.10639034459733
SRR9042881	turquoise	-0.245626550185893
SRR9042881	lightcyan	-0.00179360578158351
SRR9042881	cyan	-0.0668345694189331
SRR9042881	greenyellow	-0.129249115690317
SRR9042881	lightgreen	0.0532487389439786
SRR9042881	grey	-5.66839277001977e-05
SRR9042882	purple	-0.150427407525149
SRR9042882	royalblue	-0.196795647655963
SRR9042882	lightyellow	-0.233203599510421
SRR9042882	red	-0.358323383890225
SRR9042882	magenta	0.0685972214204539
SRR9042882	yellow	0.102485285139526
SRR9042882	blue	0.0809307393434493
SRR9042882	grey60	0.225026996215626
SRR9042882	black	0.00253924659363336
SRR9042882	midnightblue	0.213385203023242
SRR9042882	brown	0.388400473780988
SRR9042882	green	0.25558632125596
SRR9042882	salmon	-0.0866526044623085
SRR9042882	pink	-0.0368262413739339
SRR9042882	tan	-0.0637017225454435
SRR9042882	turquoise	-0.22709457081312
SRR9042882	lightcyan	-0.0427906475638849
SRR9042882	cyan	-0.049638536456167
SRR9042882	greenyellow	-0.103912045935518
SRR9042882	lightgreen	0.0557573925079599
SRR9042882	grey	0.00046512823272731
SRR9042883	purple	-0.150737498489277
SRR9042883	royalblue	-0.197216600732894
SRR9042883	lightyellow	-0.233517490877062
SRR9042883	red	-0.360537995112936
SRR9042883	magenta	0.0658153484226283
SRR9042883	yellow	0.0987371592126361
SRR9042883	blue	0.080719132274146
SRR9042883	grey60	0.224052973857494
SRR9042883	black	0.00298695207153816
SRR9042883	midnightblue	0.208698014519803
SRR9042883	brown	0.388433286984816
SRR9042883	green	0.258743383332207
SRR9042883	salmon	-0.0781979923561741
SRR9042883	pink	-0.0440097996146084
SRR9042883	tan	-0.0652364536010295
SRR9042883	turquoise	-0.22898759676426
SRR9042883	lightcyan	-0.0406878707256866
SRR9042883	cyan	-0.0435773008038633
SRR9042883	greenyellow	-0.109792722982829
SRR9042883	lightgreen	0.0656297448684291
SRR9042883	grey	0.000538422317397907
SRR9042884	purple	-0.147275854785816
SRR9042884	royalblue	-0.199058994872622
SRR9042884	lightyellow	-0.237490857596131
SRR9042884	red	-0.36527156841968
SRR9042884	magenta	0.0709878876233734
SRR9042884	yellow	0.0981639911777227
SRR9042884	blue	0.0806502482035731
SRR9042884	grey60	0.219715059867082
SRR9042884	black	0.00373082071761257
SRR9042884	midnightblue	0.213574784567228
SRR9042884	brown	0.39022839456475
SRR9042884	green	0.257203762168105
SRR9042884	salmon	-0.0812765766654144
SRR9042884	pink	-0.0416101158871323
SRR9042884	tan	-0.0681552931482417
SRR9042884	turquoise	-0.228979086567177
SRR9042884	lightcyan	-0.0382738668154013
SRR9042884	cyan	-0.0468207642363768
SRR9042884	greenyellow	-0.10698464482407
SRR9042884	lightgreen	0.0583202861063308
SRR9042884	grey	0.000406802064580423
SRR9042886	purple	-0.0579160149219501
SRR9042886	royalblue	0.174554998698117
SRR9042886	lightyellow	0.318290575934787
SRR9042886	red	0.0442393308184933
SRR9042886	magenta	0.32748886718575
SRR9042886	yellow	0.179186802999328
SRR9042886	blue	0.203104487061082
SRR9042886	grey60	-0.00843089041080534
SRR9042886	black	0.0399725074247073
SRR9042886	midnightblue	0.0262306408193407
SRR9042886	brown	0.00284388227282189
SRR9042886	green	-0.209813987230903
SRR9042886	salmon	0.022357097280663
SRR9042886	pink	-0.136451069823156
SRR9042886	tan	-0.202483494723425
SRR9042886	turquoise	-0.168242907620813
SRR9042886	lightcyan	-0.189823623144728
SRR9042886	cyan	-0.0527664050571996
SRR9042886	greenyellow	-0.12618858880666
SRR9042886	lightgreen	-0.00385204568411343
SRR9042886	grey	0.000223155657460505
SRR9042887	purple	-0.0525571631295474
SRR9042887	royalblue	0.176224399217123
SRR9042887	lightyellow	0.330358843963296
SRR9042887	red	0.0438774503900502
SRR9042887	magenta	0.330120064618599
SRR9042887	yellow	0.177240686911665
SRR9042887	blue	0.203310147939634
SRR9042887	grey60	-0.00871081402119757
SRR9042887	black	0.0492046541085584
SRR9042887	midnightblue	0.0252928924230664
SRR9042887	brown	0.0022997328978668
SRR9042887	green	-0.205474085815055
SRR9042887	salmon	0.0182219895258853
SRR9042887	pink	-0.143018179742575
SRR9042887	tan	-0.208638668975996
SRR9042887	turquoise	-0.166718528322855
SRR9042887	lightcyan	-0.199566750959393
SRR9042887	cyan	-0.0565018981835988
SRR9042887	greenyellow	-0.13291950093528
SRR9042887	lightgreen	0.0109978365008899
SRR9042887	grey	0.000143790830215288
SRR9042888	purple	-0.0457655384331748
SRR9042888	royalblue	0.168686062679156
SRR9042888	lightyellow	0.322967395616429
SRR9042888	red	0.0488508043873733
SRR9042888	magenta	0.331716613982789
SRR9042888	yellow	0.179556686656049
SRR9042888	blue	0.202951299821789
SRR9042888	grey60	-0.00542913506210666
SRR9042888	black	0.0467247896879031
SRR9042888	midnightblue	0.025078964799233
SRR9042888	brown	0.00228693081319376
SRR9042888	green	-0.209716668459203
SRR9042888	salmon	0.0245213972560377
SRR9042888	pink	-0.139764931373272
SRR9042888	tan	-0.211988243737961
SRR9042888	turquoise	-0.168150580796442
SRR9042888	lightcyan	-0.188539304556565
SRR9042888	cyan	-0.0564068653911854
SRR9042888	greenyellow	-0.120466944719613
SRR9042888	lightgreen	0.00224547039247352
SRR9042888	grey	0.000244506564419141
SRR9042889	purple	-0.0495580469972267
SRR9042889	royalblue	0.185225238459131
SRR9042889	lightyellow	0.32734387031541
SRR9042889	red	0.0488469262338654
SRR9042889	magenta	0.335246821212463
SRR9042889	yellow	0.178748158066224
SRR9042889	blue	0.204068673389168
SRR9042889	grey60	-0.00182809767736187
SRR9042889	black	0.0461213401551658
SRR9042889	midnightblue	0.0242606286143311
SRR9042889	brown	0.00456242284056202
SRR9042889	green	-0.202343880997616
SRR9042889	salmon	0.0211819498094387
SRR9042889	pink	-0.142746320989268
SRR9042889	tan	-0.21816045329808
SRR9042889	turquoise	-0.167681483592601
SRR9042889	lightcyan	-0.199211645656877
SRR9042889	cyan	-0.0596982267461052
SRR9042889	greenyellow	-0.122971618369217
SRR9042889	lightgreen	0.00483253536140722
SRR9042889	grey	0.000210535068262201
SRR9042890	purple	0.0833975656338138
SRR9042890	royalblue	-0.013688209798466
SRR9042890	lightyellow	0.0209670838531118
SRR9042890	red	0.0429779779997136
SRR9042890	magenta	-0.0745683900895431
SRR9042890	yellow	0.0652763724798098
SRR9042890	blue	0.0654850632418968
SRR9042890	grey60	0.102696145827486
SRR9042890	black	-0.0426805954715586
SRR9042890	midnightblue	-0.10482624803961
SRR9042890	brown	-0.0113417995203657
SRR9042890	green	-0.0696712557739319
SRR9042890	salmon	-0.144878710156492
SRR9042890	pink	-0.103198783478211
SRR9042890	tan	-0.0337467726368065
SRR9042890	turquoise	-0.0638991536556145
SRR9042890	lightcyan	0.0432459280397878
SRR9042890	cyan	0.277307041272668
SRR9042890	greenyellow	0.0770956131987231
SRR9042890	lightgreen	0.153471990406978
SRR9042890	grey	-0.00044559388069547
SRR9042891	purple	0.0894875403148639
SRR9042891	royalblue	-0.00332499480189159
SRR9042891	lightyellow	0.0273564903158917
SRR9042891	red	0.041648020292401
SRR9042891	magenta	-0.0682674147603752
SRR9042891	yellow	0.0655881156380544
SRR9042891	blue	0.0663484665191597
SRR9042891	grey60	0.110254151830923
SRR9042891	black	-0.0399012562637436
SRR9042891	midnightblue	-0.116967858411967
SRR9042891	brown	-0.0103280875761906
SRR9042891	green	-0.0638639697146353
SRR9042891	salmon	-0.143459243379321
SRR9042891	pink	-0.102323882078568
SRR9042891	tan	-0.0338363518240673
SRR9042891	turquoise	-0.0618514327992585
SRR9042891	lightcyan	0.0384693886629007
SRR9042891	cyan	0.274925671502957
SRR9042891	greenyellow	0.0869387053880203
SRR9042891	lightgreen	0.155957061259547
SRR9042891	grey	-0.00052267583530817
SRR9042892	purple	0.0888597360413357
SRR9042892	royalblue	0.00326321079700231
SRR9042892	lightyellow	0.00761074308150513
SRR9042892	red	0.0485657944232277
SRR9042892	magenta	-0.0716641073014464
SRR9042892	yellow	0.0649746377284682
SRR9042892	blue	0.0673420847111536
SRR9042892	grey60	0.111502449287161
SRR9042892	black	-0.0396649859369942
SRR9042892	midnightblue	-0.117973741766846
SRR9042892	brown	-0.00894923140118815
SRR9042892	green	-0.064704649245981
SRR9042892	salmon	-0.145209404099277
SRR9042892	pink	-0.099160283861113
SRR9042892	tan	-0.037059253958153
SRR9042892	turquoise	-0.0622484531014913
SRR9042892	lightcyan	0.0401389162247441
SRR9042892	cyan	0.277733975903774
SRR9042892	greenyellow	0.0752633596711562
SRR9042892	lightgreen	0.15715390738804
SRR9042892	grey	-0.000545861498760142
SRR9042893	purple	0.0879651049176744
SRR9042893	royalblue	-0.0107936426099722
SRR9042893	lightyellow	0.00908777888701724
SRR9042893	red	0.0432360807599676
SRR9042893	magenta	-0.0636054999831253
SRR9042893	yellow	0.0666371495187687
SRR9042893	blue	0.0659481749717339
SRR9042893	grey60	0.103390305829167
SRR9042893	black	-0.0402436224049253
SRR9042893	midnightblue	-0.125593250986155
SRR9042893	brown	-0.0117255483047414
SRR9042893	green	-0.0650926625338138
SRR9042893	salmon	-0.145130440985622
SRR9042893	pink	-0.104474862132093
SRR9042893	tan	-0.0366337294003496
SRR9042893	turquoise	-0.0625508301059031
SRR9042893	lightcyan	0.0378576753796663
SRR9042893	cyan	0.278004579163906
SRR9042893	greenyellow	0.0816421974697537
SRR9042893	lightgreen	0.152947683060923
SRR9042893	grey	-0.00053287250451783
SRR9042894	purple	0.0730892412494152
SRR9042894	royalblue	-0.0394271017679716
SRR9042894	lightyellow	0.0112480739658951
SRR9042894	red	0.0414788416814188
SRR9042894	magenta	-0.0812867634814295
SRR9042894	yellow	0.0643265354538645
SRR9042894	blue	0.0552922528804401
SRR9042894	grey60	0.108948406941596
SRR9042894	black	-0.00853404359990252
SRR9042894	midnightblue	-0.109893469799402
SRR9042894	brown	-0.00969050119022061
SRR9042894	green	-0.0590972320723607
SRR9042894	salmon	-0.170565145926224
SRR9042894	pink	-0.0625436087490811
SRR9042894	tan	-0.0365828324912287
SRR9042894	turquoise	-0.0616415717234194
SRR9042894	lightcyan	0.0796900969993393
SRR9042894	cyan	-0.018773353290985
SRR9042894	greenyellow	0.0860218448387798
SRR9042894	lightgreen	0.140151415496546
SRR9042894	grey	-0.000633383155572261
SRR9042895	purple	0.0697519354993712
SRR9042895	royalblue	-0.041477169381742
SRR9042895	lightyellow	0.0154135899103697
SRR9042895	red	0.0443010389809426
SRR9042895	magenta	-0.0745632308169887
SRR9042895	yellow	0.0640914080016485
SRR9042895	blue	0.0558931441574296
SRR9042895	grey60	0.1144364189939
SRR9042895	black	-0.00796186559429095
SRR9042895	midnightblue	-0.106233345452245
SRR9042895	brown	-0.00862817069550288
SRR9042895	green	-0.0535815089150965
SRR9042895	salmon	-0.167568364378754
SRR9042895	pink	-0.0628846430834703
SRR9042895	tan	-0.0369079698975349
SRR9042895	turquoise	-0.059370521577228
SRR9042895	lightcyan	0.0860662700604614
SRR9042895	cyan	-0.0176625654589937
SRR9042895	greenyellow	0.0952309651180698
SRR9042895	lightgreen	0.148465796603795
SRR9042895	grey	-0.000618849390585536
SRR9042896	purple	0.0664843129638144
SRR9042896	royalblue	-0.0426968204394519
SRR9042896	lightyellow	0.0124226660273923
SRR9042896	red	0.041060380362521
SRR9042896	magenta	-0.0808175285937928
SRR9042896	yellow	0.0653639128347151
SRR9042896	blue	0.0551405480189685
SRR9042896	grey60	0.116280217321515
SRR9042896	black	-0.00819976285900891
SRR9042896	midnightblue	-0.112330852271485
SRR9042896	brown	-0.0086399832654035
SRR9042896	green	-0.0569605669916411
SRR9042896	salmon	-0.168581574438519
SRR9042896	pink	-0.059614664592923
SRR9042896	tan	-0.0379803536669627
SRR9042896	turquoise	-0.0601074864714849
SRR9042896	lightcyan	0.0809980486183197
SRR9042896	cyan	-0.0130171507824655
SRR9042896	greenyellow	0.0886144156699378
SRR9042896	lightgreen	0.144636602060439
SRR9042896	grey	-0.000712227159428246
SRR9042897	purple	0.069992144786638
SRR9042897	royalblue	-0.0439761191054756
SRR9042897	lightyellow	0.0109889076903316
SRR9042897	red	0.0404689729056887
SRR9042897	magenta	-0.0793488837599031
SRR9042897	yellow	0.0655685457096993
SRR9042897	blue	0.0550904707452457
SRR9042897	grey60	0.117383018206172
SRR9042897	black	-0.00955779264827207
SRR9042897	midnightblue	-0.11120348008132
SRR9042897	brown	-0.00765611713684704
SRR9042897	green	-0.0554013539433607
SRR9042897	salmon	-0.17407748787808
SRR9042897	pink	-0.0597058421633085
SRR9042897	tan	-0.0369041613751463
SRR9042897	turquoise	-0.0605789987537846
SRR9042897	lightcyan	0.0878130071323454
SRR9042897	cyan	-0.0155057906709917
SRR9042897	greenyellow	0.0931453795590803
SRR9042897	lightgreen	0.143036416893816
SRR9042897	grey	-0.000447452762436719
SRR9042898	purple	0.0491287551725792
SRR9042898	royalblue	-0.0284510030670076
SRR9042898	lightyellow	0.0574882279770011
SRR9042898	red	0.0658133327082045
SRR9042898	magenta	-0.0653184569737526
SRR9042898	yellow	0.106726743496603
SRR9042898	blue	0.069048391948608
SRR9042898	grey60	0.125850236831304
SRR9042898	black	-0.00181587354586364
SRR9042898	midnightblue	-0.116004311884951
SRR9042898	brown	-0.0295808664850478
SRR9042898	green	-0.102920059768045
SRR9042898	salmon	-0.170035568078928
SRR9042898	pink	-0.0317304007486117
SRR9042898	tan	-0.0826673011066333
SRR9042898	turquoise	-0.0664912913985287
SRR9042898	lightcyan	0.136350382087071
SRR9042898	cyan	0.00907717759278014
SRR9042898	greenyellow	0.0669315496773627
SRR9042898	lightgreen	0.103682444998938
SRR9042898	grey	0.000377850852030627
SRR9042899	purple	0.0589165171605111
SRR9042899	royalblue	-0.0372446254829506
SRR9042899	lightyellow	0.0613134267210163
SRR9042899	red	0.0650985924686167
SRR9042899	magenta	-0.0693231385672536
SRR9042899	yellow	0.108229866601567
SRR9042899	blue	0.0702609909432202
SRR9042899	grey60	0.126390796178246
SRR9042899	black	0.00195507220428585
SRR9042899	midnightblue	-0.11112358998499
SRR9042899	brown	-0.0285622837916309
SRR9042899	green	-0.103253306018735
SRR9042899	salmon	-0.163646279974486
SRR9042899	pink	-0.033883256261229
SRR9042899	tan	-0.0832769275470951
SRR9042899	turquoise	-0.0655974262962907
SRR9042899	lightcyan	0.1380909042598
SRR9042899	cyan	0.00823771733852285
SRR9042899	greenyellow	0.0678674878976812
SRR9042899	lightgreen	0.107836147839157
SRR9042899	grey	0.000405952485483747
SRR9042900	purple	0.0542494263097182
SRR9042900	royalblue	-0.0216615888445965
SRR9042900	lightyellow	0.0575300176941938
SRR9042900	red	0.0666153532139776
SRR9042900	magenta	-0.070817585361546
SRR9042900	yellow	0.10806317081389
SRR9042900	blue	0.070299458141669
